Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do?SERIES_KEY=120.EXR.D.USD.EUR.SP00.A&start=01-12-2010&end=16-12-2021&submitOptions.x=0&submitOptions.y=0&trans=N
,EXR.D.USD.EUR.SP00.A
,"ECB reference exchange rate, US dollar/Euro, 2:15 pm (C.E.T.)"
Collection:,Average of observations through period (A)
Period\Unit:,[US dollar ]
,,obs. status
2013-10-14,1.3564,Normal value (A)
2013-10-11,1.3566,Normal value (A)
2013-10-10,1.3532,Normal value (A)
2013-10-09,1.3515,Normal value (A)
2013-10-08,1.3576,Normal value (A)
2013-10-07,1.3572,Normal value (A)
2013-10-04,1.3593,Normal value (A)
2013-10-03,1.3594,Normal value (A)
2013-10-02,1.3515,Normal value (A)
2013-10-01,1.3554,Normal value (A)
2013-09-30,1.3505,Normal value (A)
2013-09-27,1.3537,Normal value (A)
2013-09-26,1.3499,Normal value (A)
2013-09-25,1.3504,Normal value (A)
2013-09-24,1.3473,Normal value (A)
2013-09-23,1.3508,Normal value (A)
2013-09-20,1.3514,Normal value (A)
2013-09-19,1.3545,Normal value (A)
2013-09-18,1.3352,Normal value (A)
2013-09-17,1.3356,Normal value (A)
2013-09-16,1.3357,Normal value (A)
2013-09-13,1.3295,Normal value (A)
2013-09-12,1.3290,Normal value (A)
2013-09-11,1.3268,Normal value (A)
2013-09-10,1.3240,Normal value (A)
2013-09-09,1.3194,Normal value (A)
2013-09-06,1.3117,Normal value (A)
2013-09-05,1.3202,Normal value (A)
2013-09-04,1.3171,Normal value (A)
2013-09-03,1.3172,Normal value (A)
2013-09-02,1.3207,Normal value (A)
2013-08-30,1.3235,Normal value (A)
2013-08-29,1.3266,Normal value (A)
2013-08-28,1.3347,Normal value (A)
2013-08-27,1.3338,Normal value (A)
2013-08-26,1.3361,Normal value (A)
2013-08-23,1.3355,Normal value (A)
2013-08-22,1.3323,Normal value (A)
2013-08-21,1.3384,Normal value (A)
2013-08-20,1.3392,Normal value (A)
2013-08-19,1.3344,Normal value (A)
2013-08-16,1.3340,Normal value (A)
2013-08-15,1.3297,Normal value (A)
2013-08-14,1.3243,Normal value (A)
2013-08-13,1.3290,Normal value (A)
2013-08-12,1.3280,Normal value (A)
2013-08-09,1.3373,Normal value (A)
2013-08-08,1.3360,Normal value (A)
2013-08-07,1.3305,Normal value (A)
2013-08-06,1.3280,Normal value (A)
2013-08-05,1.3257,Normal value (A)
2013-08-02,1.3203,Normal value (A)
2013-08-01,1.3236,Normal value (A)
2013-07-31,1.3275,Normal value (A)
2013-07-30,1.3284,Normal value (A)
2013-07-29,1.3270,Normal value (A)
2013-07-26,1.3260,Normal value (A)
2013-07-25,1.3202,Normal value (A)
2013-07-24,1.3246,Normal value (A)
2013-07-23,1.3180,Normal value (A)
2013-07-22,1.3166,Normal value (A)
2013-07-19,1.3123,Normal value (A)
2013-07-18,1.3093,Normal value (A)
2013-07-17,1.3136,Normal value (A)
2013-07-16,1.3118,Normal value (A)
2013-07-15,1.3012,Normal value (A)
2013-07-12,1.3034,Normal value (A)
2013-07-11,1.3044,Normal value (A)
2013-07-10,1.2813,Normal value (A)
2013-07-09,1.2857,Normal value (A)
2013-07-08,1.2850,Normal value (A)
2013-07-05,1.2883,Normal value (A)
2013-07-04,1.2984,Normal value (A)
2013-07-03,1.2959,Normal value (A)
2013-07-02,1.3017,Normal value (A)
2013-07-01,1.3037,Normal value (A)
2013-06-28,1.3080,Normal value (A)
2013-06-27,1.3032,Normal value (A)
2013-06-26,1.3024,Normal value (A)
2013-06-25,1.3134,Normal value (A)
2013-06-24,1.3086,Normal value (A)
2013-06-21,1.3180,Normal value (A)
2013-06-20,1.3200,Normal value (A)
2013-06-19,1.3406,Normal value (A)
2013-06-18,1.3374,Normal value (A)
2013-06-17,1.3337,Normal value (A)
2013-06-14,1.3303,Normal value (A)
2013-06-13,1.3315,Normal value (A)
2013-06-12,1.3277,Normal value (A)
2013-06-11,1.3273,Normal value (A)
2013-06-10,1.3209,Normal value (A)
2013-06-07,1.3260,Normal value (A)
2013-06-06,1.3118,Normal value (A)
2013-06-05,1.3067,Normal value (A)
2013-06-04,1.3092,Normal value (A)
2013-06-03,1.3008,Normal value (A)
2013-05-31,1.3006,Normal value (A)
2013-05-30,1.2944,Normal value (A)
2013-05-29,1.2952,Normal value (A)
2013-05-28,1.2938,Normal value (A)
2013-05-27,1.2939,Normal value (A)
2013-05-24,1.2939,Normal value (A)
2013-05-23,1.2888,Normal value (A)
2013-05-22,1.2923,Normal value (A)
2013-05-21,1.2866,Normal value (A)
2013-05-20,1.2853,Normal value (A)
2013-05-17,1.2869,Normal value (A)
2013-05-16,1.2890,Normal value (A)
2013-05-15,1.2864,Normal value (A)
2013-05-14,1.2977,Normal value (A)
2013-05-13,1.2973,Normal value (A)
2013-05-10,1.2988,Normal value (A)
2013-05-09,1.3142,Normal value (A)
2013-05-08,1.3135,Normal value (A)
2013-05-07,1.3107,Normal value (A)
2013-05-06,1.3107,Normal value (A)
2013-05-03,1.3114,Normal value (A)
2013-05-02,1.3191,Normal value (A)
2013-04-30,1.3072,Normal value (A)
2013-04-29,1.3113,Normal value (A)
2013-04-26,1.2999,Normal value (A)
2013-04-25,1.3080,Normal value (A)
2013-04-24,1.3006,Normal value (A)
2013-04-23,1.2990,Normal value (A)
2013-04-22,1.3037,Normal value (A)
2013-04-19,1.3115,Normal value (A)
2013-04-18,1.3045,Normal value (A)
2013-04-17,1.3129,Normal value (A)
2013-04-16,1.3129,Normal value (A)
2013-04-15,1.3081,Normal value (A)
2013-04-12,1.3052,Normal value (A)
2013-04-11,1.3119,Normal value (A)
2013-04-10,1.3086,Normal value (A)
2013-04-09,1.3040,Normal value (A)
2013-04-08,1.3023,Normal value (A)
2013-04-05,1.2944,Normal value (A)
2013-04-04,1.2818,Normal value (A)
2013-04-03,1.2828,Normal value (A)
2013-04-02,1.2840,Normal value (A)
2013-03-28,1.2805,Normal value (A)
2013-03-27,1.2768,Normal value (A)
2013-03-26,1.2861,Normal value (A)
2013-03-25,1.2935,Normal value (A)
2013-03-22,1.2948,Normal value (A)
2013-03-21,1.2910,Normal value (A)
2013-03-20,1.2945,Normal value (A)
2013-03-19,1.2944,Normal value (A)
2013-03-18,1.2929,Normal value (A)
2013-03-15,1.3086,Normal value (A)
2013-03-14,1.2937,Normal value (A)
2013-03-13,1.2981,Normal value (A)
2013-03-12,1.3053,Normal value (A)
2013-03-11,1.2994,Normal value (A)
2013-03-08,1.3090,Normal value (A)
2013-03-07,1.3010,Normal value (A)
2013-03-06,1.3035,Normal value (A)
2013-03-05,1.3034,Normal value (A)
2013-03-04,1.3007,Normal value (A)
2013-03-01,1.3000,Normal value (A)
2013-02-28,1.3129,Normal value (A)
2013-02-27,1.3097,Normal value (A)
2013-02-26,1.3077,Normal value (A)
2013-02-25,1.3304,Normal value (A)
2013-02-22,1.3186,Normal value (A)
2013-02-21,1.3186,Normal value (A)
2013-02-20,1.3370,Normal value (A)
2013-02-19,1.3349,Normal value (A)
2013-02-18,1.3352,Normal value (A)
2013-02-15,1.3325,Normal value (A)
2013-02-14,1.3327,Normal value (A)
2013-02-13,1.3480,Normal value (A)
2013-02-12,1.3438,Normal value (A)
2013-02-11,1.3391,Normal value (A)
2013-02-08,1.3374,Normal value (A)
2013-02-07,1.3546,Normal value (A)
2013-02-06,1.3517,Normal value (A)
2013-02-05,1.3537,Normal value (A)
2013-02-04,1.3552,Normal value (A)
2013-02-01,1.3644,Normal value (A)
2013-01-31,1.3550,Normal value (A)
2013-01-30,1.3541,Normal value (A)
2013-01-29,1.3433,Normal value (A)
2013-01-28,1.3444,Normal value (A)
2013-01-25,1.3469,Normal value (A)
2013-01-24,1.3349,Normal value (A)
2013-01-23,1.3330,Normal value (A)
2013-01-22,1.3317,Normal value (A)
2013-01-21,1.3323,Normal value (A)
2013-01-18,1.3324,Normal value (A)
2013-01-17,1.3368,Normal value (A)
2013-01-16,1.3277,Normal value (A)
2013-01-15,1.3327,Normal value (A)
2013-01-14,1.3341,Normal value (A)
2013-01-11,1.3274,Normal value (A)
2013-01-10,1.3113,Normal value (A)
2013-01-09,1.3056,Normal value (A)
2013-01-08,1.3086,Normal value (A)
2013-01-07,1.3039,Normal value (A)
2013-01-04,1.3012,Normal value (A)
2013-01-03,1.3102,Normal value (A)
2013-01-02,1.3262,Normal value (A)
2012-12-31,1.3194,Normal value (A)
2012-12-28,1.3183,Normal value (A)
2012-12-27,1.3266,Normal value (A)
2012-12-24,1.3218,Normal value (A)
2012-12-21,1.3209,Normal value (A)
2012-12-20,1.3246,Normal value (A)
2012-12-19,1.3302,Normal value (A)
2012-12-18,1.3178,Normal value (A)
2012-12-17,1.3160,Normal value (A)
2012-12-14,1.3081,Normal value (A)
2012-12-13,1.3077,Normal value (A)
2012-12-12,1.3040,Normal value (A)
2012-12-11,1.2993,Normal value (A)
2012-12-10,1.2930,Normal value (A)
2012-12-07,1.2905,Normal value (A)
2012-12-06,1.3072,Normal value (A)
2012-12-05,1.3065,Normal value (A)
2012-12-04,1.3092,Normal value (A)
2012-12-03,1.3057,Normal value (A)
2012-11-30,1.2986,Normal value (A)
2012-11-29,1.2994,Normal value (A)
2012-11-28,1.2891,Normal value (A)
2012-11-27,1.2961,Normal value (A)
2012-11-26,1.2964,Normal value (A)
2012-11-23,1.2909,Normal value (A)
2012-11-22,1.2893,Normal value (A)
2012-11-21,1.2805,Normal value (A)
2012-11-20,1.2809,Normal value (A)
2012-11-19,1.2762,Normal value (A)
2012-11-16,1.2745,Normal value (A)
2012-11-15,1.2756,Normal value (A)
2012-11-14,1.2726,Normal value (A)
2012-11-13,1.2696,Normal value (A)
2012-11-12,1.2735,Normal value (A)
2012-11-09,1.2694,Normal value (A)
2012-11-08,1.2736,Normal value (A)
2012-11-07,1.2746,Normal value (A)
2012-11-06,1.2800,Normal value (A)
2012-11-05,1.2777,Normal value (A)
2012-11-02,1.2850,Normal value (A)
2012-11-01,1.2975,Normal value (A)
2012-10-31,1.2993,Normal value (A)
2012-10-30,1.2962,Normal value (A)
2012-10-29,1.2898,Normal value (A)
2012-10-26,1.2908,Normal value (A)
2012-10-25,1.2993,Normal value (A)
2012-10-24,1.2942,Normal value (A)
2012-10-23,1.3005,Normal value (A)
2012-10-22,1.3063,Normal value (A)
2012-10-19,1.3035,Normal value (A)
2012-10-18,1.3118,Normal value (A)
2012-10-17,1.3120,Normal value (A)
2012-10-16,1.3046,Normal value (A)
2012-10-15,1.2971,Normal value (A)
2012-10-12,1.2970,Normal value (A)
2012-10-11,1.2918,Normal value (A)
2012-10-10,1.2889,Normal value (A)
2012-10-09,1.2953,Normal value (A)
2012-10-08,1.2958,Normal value (A)
2012-10-05,1.3002,Normal value (A)
2012-10-04,1.2951,Normal value (A)
2012-10-03,1.2904,Normal value (A)
2012-10-02,1.2930,Normal value (A)
2012-10-01,1.2877,Normal value (A)
2012-09-28,1.2930,Normal value (A)
2012-09-27,1.2874,Normal value (A)
2012-09-26,1.2845,Normal value (A)
2012-09-25,1.2932,Normal value (A)
2012-09-24,1.2916,Normal value (A)
2012-09-21,1.2988,Normal value (A)
2012-09-20,1.2954,Normal value (A)
2012-09-19,1.3002,Normal value (A)
2012-09-18,1.3054,Normal value (A)
2012-09-17,1.3086,Normal value (A)
2012-09-14,1.3095,Normal value (A)
2012-09-13,1.2910,Normal value (A)
2012-09-12,1.2896,Normal value (A)
2012-09-11,1.2787,Normal value (A)
2012-09-10,1.2776,Normal value (A)
2012-09-07,1.2706,Normal value (A)
2012-09-06,1.2638,Normal value (A)
2012-09-05,1.2578,Normal value (A)
2012-09-04,1.2579,Normal value (A)
2012-09-03,1.2568,Normal value (A)
2012-08-31,1.2611,Normal value (A)
2012-08-30,1.2544,Normal value (A)
2012-08-29,1.2545,Normal value (A)
2012-08-28,1.2548,Normal value (A)
2012-08-27,1.2530,Normal value (A)
2012-08-24,1.2507,Normal value (A)
2012-08-23,1.2552,Normal value (A)
2012-08-22,1.2448,Normal value (A)
2012-08-21,1.2428,Normal value (A)
2012-08-20,1.2300,Normal value (A)
2012-08-17,1.2337,Normal value (A)
2012-08-16,1.2279,Normal value (A)
2012-08-15,1.2276,Normal value (A)
2012-08-14,1.2352,Normal value (A)
2012-08-13,1.2339,Normal value (A)
2012-08-10,1.2262,Normal value (A)
2012-08-09,1.2301,Normal value (A)
2012-08-08,1.2336,Normal value (A)
2012-08-07,1.2436,Normal value (A)
2012-08-06,1.2379,Normal value (A)
2012-08-03,1.2245,Normal value (A)
2012-08-02,1.2346,Normal value (A)
2012-08-01,1.2298,Normal value (A)
2012-07-31,1.2284,Normal value (A)
2012-07-30,1.2246,Normal value (A)
2012-07-27,1.2317,Normal value (A)
2012-07-26,1.2260,Normal value (A)
2012-07-25,1.2134,Normal value (A)
2012-07-24,1.2089,Normal value (A)
2012-07-23,1.2105,Normal value (A)
2012-07-20,1.2200,Normal value (A)
2012-07-19,1.2287,Normal value (A)
2012-07-18,1.2234,Normal value (A)
2012-07-17,1.2281,Normal value (A)
2012-07-16,1.2177,Normal value (A)
2012-07-13,1.2185,Normal value (A)
2012-07-12,1.2178,Normal value (A)
2012-07-11,1.2260,Normal value (A)
2012-07-10,1.2285,Normal value (A)
2012-07-09,1.2293,Normal value (A)
2012-07-06,1.2377,Normal value (A)
2012-07-05,1.2426,Normal value (A)
2012-07-04,1.2560,Normal value (A)
2012-07-03,1.2575,Normal value (A)
2012-07-02,1.2593,Normal value (A)
2012-06-29,1.2590,Normal value (A)
2012-06-28,1.2418,Normal value (A)
2012-06-27,1.2478,Normal value (A)
2012-06-26,1.2475,Normal value (A)
2012-06-25,1.2488,Normal value (A)
2012-06-22,1.2539,Normal value (A)
2012-06-21,1.2670,Normal value (A)
2012-06-20,1.2704,Normal value (A)
2012-06-19,1.2619,Normal value (A)
2012-06-18,1.2618,Normal value (A)
2012-06-15,1.2596,Normal value (A)
2012-06-14,1.2551,Normal value (A)
2012-06-13,1.2534,Normal value (A)
2012-06-12,1.2492,Normal value (A)
2012-06-11,1.2544,Normal value (A)
2012-06-08,1.2468,Normal value (A)
2012-06-07,1.2595,Normal value (A)
2012-06-06,1.2485,Normal value (A)
2012-06-05,1.2429,Normal value (A)
2012-06-04,1.2437,Normal value (A)
2012-06-01,1.2322,Normal value (A)
2012-05-31,1.2403,Normal value (A)
2012-05-30,1.2438,Normal value (A)
2012-05-29,1.2523,Normal value (A)
2012-05-28,1.2566,Normal value (A)
2012-05-25,1.2546,Normal value (A)
2012-05-24,1.2557,Normal value (A)
2012-05-23,1.2659,Normal value (A)
2012-05-22,1.2768,Normal value (A)
2012-05-21,1.2750,Normal value (A)
2012-05-18,1.2721,Normal value (A)
2012-05-17,1.2682,Normal value (A)
2012-05-16,1.2738,Normal value (A)
2012-05-15,1.2843,Normal value (A)
2012-05-14,1.2863,Normal value (A)
2012-05-11,1.2944,Normal value (A)
2012-05-10,1.2961,Normal value (A)
2012-05-09,1.2950,Normal value (A)
2012-05-08,1.3025,Normal value (A)
2012-05-07,1.3033,Normal value (A)
2012-05-04,1.3132,Normal value (A)
2012-05-03,1.3123,Normal value (A)
2012-05-02,1.3131,Normal value (A)
2012-05-01,-,Missing value; holiday or weekend (H)
2012-04-30,1.3214,Normal value (A)
2012-04-27,1.3229,Normal value (A)
2012-04-26,1.3215,Normal value (A)
2012-04-25,1.3206,Normal value (A)
2012-04-24,1.3161,Normal value (A)
2012-04-23,1.3131,Normal value (A)
2012-04-20,1.3192,Normal value (A)
2012-04-19,1.3086,Normal value (A)
2012-04-18,1.3093,Normal value (A)
2012-04-17,1.3132,Normal value (A)
2012-04-16,1.3024,Normal value (A)
2012-04-13,1.3148,Normal value (A)
2012-04-12,1.3153,Normal value (A)
2012-04-11,1.3131,Normal value (A)
2012-04-10,1.3114,Normal value (A)
2012-04-09,-,Missing value; holiday or weekend (H)
2012-04-06,-,Missing value; holiday or weekend (H)
2012-04-05,1.3068,Normal value (A)
2012-04-04,1.3142,Normal value (A)
2012-04-03,1.3315,Normal value (A)
2012-04-02,1.3319,Normal value (A)
2012-03-30,1.3356,Normal value (A)
2012-03-29,1.3272,Normal value (A)
2012-03-28,1.3337,Normal value (A)
2012-03-27,1.3333,Normal value (A)
2012-03-26,1.3276,Normal value (A)
2012-03-23,1.3242,Normal value (A)
2012-03-22,1.3167,Normal value (A)
2012-03-21,1.3225,Normal value (A)
2012-03-20,1.3198,Normal value (A)
2012-03-19,1.3150,Normal value (A)
2012-03-16,1.3116,Normal value (A)
2012-03-15,1.3057,Normal value (A)
2012-03-14,1.3062,Normal value (A)
2012-03-13,1.3057,Normal value (A)
2012-03-12,1.3119,Normal value (A)
2012-03-09,1.3191,Normal value (A)
2012-03-08,1.3242,Normal value (A)
2012-03-07,1.3120,Normal value (A)
2012-03-06,1.3153,Normal value (A)
2012-03-05,1.3220,Normal value (A)
2012-03-02,1.3217,Normal value (A)
2012-03-01,1.3312,Normal value (A)
2012-02-29,1.3443,Normal value (A)
2012-02-28,1.3454,Normal value (A)
2012-02-27,1.3388,Normal value (A)
2012-02-24,1.3412,Normal value (A)
2012-02-23,1.3300,Normal value (A)
2012-02-22,1.3230,Normal value (A)
2012-02-21,1.3222,Normal value (A)
2012-02-20,1.3266,Normal value (A)
2012-02-17,1.3159,Normal value (A)
2012-02-16,1.2982,Normal value (A)
2012-02-15,1.3092,Normal value (A)
2012-02-14,1.3169,Normal value (A)
2012-02-13,1.3254,Normal value (A)
2012-02-10,1.3189,Normal value (A)
2012-02-09,1.3288,Normal value (A)
2012-02-08,1.3274,Normal value (A)
2012-02-07,1.3113,Normal value (A)
2012-02-06,1.3042,Normal value (A)
2012-02-03,1.3160,Normal value (A)
2012-02-02,1.3094,Normal value (A)
2012-02-01,1.3175,Normal value (A)
2012-01-31,1.3176,Normal value (A)
2012-01-30,1.3110,Normal value (A)
2012-01-27,1.3145,Normal value (A)
2012-01-26,1.3145,Normal value (A)
2012-01-25,1.2942,Normal value (A)
2012-01-24,1.3003,Normal value (A)
2012-01-23,1.3017,Normal value (A)
2012-01-20,1.2902,Normal value (A)
2012-01-19,1.2911,Normal value (A)
2012-01-18,1.2831,Normal value (A)
2012-01-17,1.2790,Normal value (A)
2012-01-16,1.2669,Normal value (A)
2012-01-13,1.2771,Normal value (A)
2012-01-12,1.2736,Normal value (A)
2012-01-11,1.2718,Normal value (A)
2012-01-10,1.2808,Normal value (A)
2012-01-09,1.2728,Normal value (A)
2012-01-06,1.2776,Normal value (A)
2012-01-05,1.2832,Normal value (A)
2012-01-04,1.2948,Normal value (A)
2012-01-03,1.3014,Normal value (A)
2012-01-02,1.2935,Normal value (A)
2011-12-30,1.2939,Normal value (A)
2011-12-29,1.2889,Normal value (A)
2011-12-28,1.3074,Normal value (A)
2011-12-27,1.3069,Normal value (A)
2011-12-26,-,Missing value; holiday or weekend (H)
2011-12-23,1.3057,Normal value (A)
2011-12-22,1.3047,Normal value (A)
2011-12-21,1.3054,Normal value (A)
2011-12-20,1.3074,Normal value (A)
2011-12-19,1.3039,Normal value (A)
2011-12-16,1.3064,Normal value (A)
2011-12-15,1.3019,Normal value (A)
2011-12-14,1.2993,Normal value (A)
2011-12-13,1.3181,Normal value (A)
2011-12-12,1.3251,Normal value (A)
2011-12-09,1.3384,Normal value (A)
2011-12-08,1.3410,Normal value (A)
2011-12-07,1.3377,Normal value (A)
2011-12-06,1.3394,Normal value (A)
2011-12-05,1.3442,Normal value (A)
2011-12-02,1.3511,Normal value (A)
2011-12-01,1.3492,Normal value (A)
2011-11-30,1.3418,Normal value (A)
2011-11-29,1.3336,Normal value (A)
2011-11-28,1.3348,Normal value (A)
2011-11-25,1.3229,Normal value (A)
2011-11-24,1.3373,Normal value (A)
2011-11-23,1.3387,Normal value (A)
2011-11-22,1.3535,Normal value (A)
2011-11-21,1.3458,Normal value (A)
2011-11-18,1.3576,Normal value (A)
2011-11-17,1.3480,Normal value (A)
2011-11-16,1.3484,Normal value (A)
2011-11-15,1.3532,Normal value (A)
2011-11-14,1.3659,Normal value (A)
2011-11-11,1.3650,Normal value (A)
2011-11-10,1.3616,Normal value (A)
2011-11-09,1.3633,Normal value (A)
2011-11-08,1.3788,Normal value (A)
2011-11-07,1.3742,Normal value (A)
2011-11-04,1.3773,Normal value (A)
2011-11-03,1.3773,Normal value (A)
2011-11-02,1.3809,Normal value (A)
2011-11-01,1.3627,Normal value (A)
2011-10-31,1.4001,Normal value (A)
2011-10-28,1.4160,Normal value (A)
2011-10-27,1.4038,Normal value (A)
2011-10-26,1.3927,Normal value (A)
2011-10-25,1.3918,Normal value (A)
2011-10-24,1.3856,Normal value (A)
2011-10-21,1.3798,Normal value (A)
2011-10-20,1.3807,Normal value (A)
2011-10-19,1.3828,Normal value (A)
2011-10-18,1.3676,Normal value (A)
2011-10-17,1.3776,Normal value (A)
2011-10-14,1.3807,Normal value (A)
2011-10-13,1.3727,Normal value (A)
2011-10-12,1.3766,Normal value (A)
2011-10-11,1.3607,Normal value (A)
2011-10-10,1.3593,Normal value (A)
2011-10-07,1.3434,Normal value (A)
2011-10-06,1.3269,Normal value (A)
2011-10-05,1.3337,Normal value (A)
2011-10-04,1.3181,Normal value (A)
2011-10-03,1.3327,Normal value (A)
2011-09-30,1.3503,Normal value (A)
2011-09-29,1.3615,Normal value (A)
2011-09-28,1.3631,Normal value (A)
2011-09-27,1.3579,Normal value (A)
2011-09-26,1.3500,Normal value (A)
2011-09-23,1.3430,Normal value (A)
2011-09-22,1.3448,Normal value (A)
2011-09-21,1.3636,Normal value (A)
2011-09-20,1.3710,Normal value (A)
2011-09-19,1.3641,Normal value (A)
2011-09-16,1.3760,Normal value (A)
2011-09-15,1.3795,Normal value (A)
2011-09-14,1.3729,Normal value (A)
2011-09-13,1.3645,Normal value (A)
2011-09-12,1.3656,Normal value (A)
2011-09-09,1.3817,Normal value (A)
2011-09-08,1.4044,Normal value (A)
2011-09-07,1.4036,Normal value (A)
2011-09-06,1.4099,Normal value (A)
2011-09-05,1.4126,Normal value (A)
2011-09-02,1.4255,Normal value (A)
2011-09-01,1.4285,Normal value (A)
2011-08-31,1.4450,Normal value (A)
2011-08-30,1.4402,Normal value (A)
2011-08-29,1.4487,Normal value (A)
2011-08-26,1.4402,Normal value (A)
2011-08-25,1.4424,Normal value (A)
2011-08-24,1.4433,Normal value (A)
2011-08-23,1.4462,Normal value (A)
2011-08-22,1.4413,Normal value (A)
2011-08-19,1.4385,Normal value (A)
2011-08-18,1.4369,Normal value (A)
2011-08-17,1.4477,Normal value (A)
2011-08-16,1.4360,Normal value (A)
2011-08-15,1.4309,Normal value (A)
2011-08-12,1.4250,Normal value (A)
2011-08-11,1.4143,Normal value (A)
2011-08-10,1.4367,Normal value (A)
2011-08-09,1.4267,Normal value (A)
2011-08-08,1.4225,Normal value (A)
2011-08-05,1.4155,Normal value (A)
2011-08-04,1.4229,Normal value (A)
2011-08-03,1.4300,Normal value (A)
2011-08-02,1.4170,Normal value (A)
2011-08-01,1.4415,Normal value (A)
2011-07-29,1.4260,Normal value (A)
2011-07-28,1.4260,Normal value (A)
2011-07-27,1.4446,Normal value (A)
2011-07-26,1.4471,Normal value (A)
2011-07-25,1.4380,Normal value (A)
2011-07-22,1.4391,Normal value (A)
2011-07-21,1.4222,Normal value (A)
2011-07-20,1.4207,Normal value (A)
2011-07-19,1.4160,Normal value (A)
2011-07-18,1.4045,Normal value (A)
2011-07-15,1.4146,Normal value (A)
2011-07-14,1.4202,Normal value (A)
2011-07-13,1.4073,Normal value (A)
2011-07-12,1.3975,Normal value (A)
2011-07-11,1.4056,Normal value (A)
2011-07-08,1.4242,Normal value (A)
2011-07-07,1.4247,Normal value (A)
2011-07-06,1.4318,Normal value (A)
2011-07-05,1.4461,Normal value (A)
2011-07-04,1.4500,Normal value (A)
2011-07-01,1.4488,Normal value (A)
2011-06-30,1.4453,Normal value (A)
2011-06-29,1.4425,Normal value (A)
2011-06-28,1.4261,Normal value (A)
2011-06-27,1.4205,Normal value (A)
2011-06-24,1.4220,Normal value (A)
2011-06-23,1.4212,Normal value (A)
2011-06-22,1.4397,Normal value (A)
2011-06-21,1.4373,Normal value (A)
2011-06-20,1.4235,Normal value (A)
2011-06-17,1.4270,Normal value (A)
2011-06-16,1.4088,Normal value (A)
2011-06-15,1.4292,Normal value (A)
2011-06-14,1.4448,Normal value (A)
2011-06-13,1.4354,Normal value (A)
2011-06-10,1.4486,Normal value (A)
2011-06-09,1.4614,Normal value (A)
2011-06-08,1.4608,Normal value (A)
2011-06-07,1.4652,Normal value (A)
2011-06-06,1.4596,Normal value (A)
2011-06-03,1.4488,Normal value (A)
2011-06-02,1.4460,Normal value (A)
2011-06-01,1.4408,Normal value (A)
2011-05-31,1.4385,Normal value (A)
2011-05-30,1.4272,Normal value (A)
2011-05-27,1.4265,Normal value (A)
2011-05-26,1.4168,Normal value (A)
2011-05-25,1.4069,Normal value (A)
2011-05-24,1.4089,Normal value (A)
2011-05-23,1.4020,Normal value (A)
2011-05-20,1.4237,Normal value (A)
2011-05-19,1.4265,Normal value (A)
2011-05-18,1.4227,Normal value (A)
2011-05-17,1.4171,Normal value (A)
2011-05-16,1.4143,Normal value (A)
2011-05-13,1.4280,Normal value (A)
2011-05-12,1.4153,Normal value (A)
2011-05-11,1.4357,Normal value (A)
2011-05-10,1.4358,Normal value (A)
2011-05-09,1.4397,Normal value (A)
2011-05-06,1.4501,Normal value (A)
2011-05-05,1.4814,Normal value (A)
2011-05-04,1.4882,Normal value (A)
2011-05-03,1.4780,Normal value (A)
2011-05-02,1.4837,Normal value (A)
2011-04-29,1.4860,Normal value (A)
2011-04-28,1.4794,Normal value (A)
2011-04-27,1.4668,Normal value (A)
2011-04-26,1.4617,Normal value (A)
2011-04-25,-,Missing value; holiday or weekend (H)
2011-04-22,-,Missing value; holiday or weekend (H)
2011-04-21,1.4584,Normal value (A)
2011-04-20,1.4515,Normal value (A)
2011-04-19,1.4302,Normal value (A)
2011-04-18,1.4275,Normal value (A)
2011-04-15,1.4450,Normal value (A)
2011-04-14,1.4401,Normal value (A)
2011-04-13,1.4493,Normal value (A)
2011-04-12,1.4470,Normal value (A)
2011-04-11,1.4434,Normal value (A)
2011-04-08,1.4401,Normal value (A)
2011-04-07,1.4283,Normal value (A)
2011-04-06,1.4300,Normal value (A)
2011-04-05,1.4166,Normal value (A)
2011-04-04,1.4240,Normal value (A)
2011-04-01,1.4141,Normal value (A)
2011-03-31,1.4207,Normal value (A)
2011-03-30,1.4090,Normal value (A)
2011-03-29,1.4066,Normal value (A)
2011-03-28,1.4032,Normal value (A)
2011-03-25,1.4115,Normal value (A)
2011-03-24,1.4128,Normal value (A)
2011-03-23,1.4136,Normal value (A)
2011-03-22,1.4211,Normal value (A)
2011-03-21,1.4194,Normal value (A)
2011-03-18,1.4130,Normal value (A)
2011-03-17,1.4004,Normal value (A)
2011-03-16,1.3951,Normal value (A)
2011-03-15,1.3884,Normal value (A)
2011-03-14,1.3948,Normal value (A)
2011-03-11,1.3773,Normal value (A)
2011-03-10,1.3817,Normal value (A)
2011-03-09,1.3928,Normal value (A)
2011-03-08,1.3898,Normal value (A)
2011-03-07,1.4028,Normal value (A)
2011-03-04,1.3957,Normal value (A)
2011-03-03,1.3850,Normal value (A)
2011-03-02,1.3809,Normal value (A)
2011-03-01,1.3825,Normal value (A)
2011-02-28,1.3834,Normal value (A)
2011-02-25,1.3762,Normal value (A)
2011-02-24,1.3773,Normal value (A)
2011-02-23,1.3731,Normal value (A)
2011-02-22,1.3667,Normal value (A)
2011-02-21,1.3668,Normal value (A)
2011-02-18,1.3627,Normal value (A)
2011-02-17,1.3560,Normal value (A)
2011-02-16,1.3510,Normal value (A)
